Unique_ID,Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest
stud_143,51,28,10,93,38,92,64,86,22,87,40,83,"English, Science"
stud_144,96,48,67,78,66,66,73,15,7,4,96,86,"Marathi, Math, Computer"
stud_145,46,88,21,14,28,20,29,33,56,46,15,91,"Urdu, Computer"
stud_146,90,92,32,26,38,36,100,85,87,83,65,66,"Urdu, Geography"
stud_147,80,84,7,40,89,25,81,78,97,23,18,92,"Sports, Computer"
stud_148,83,32,55,92,32,73,62,49,15,50,35,59,"Marathi, English"
stud_149,21,45,30,74,74,43,96,56,79,11,75,28,"Geography, Sports"
stud_150,78,41,78,51,56,70,76,38,17,74,3,47,"Marathi, Hindi, Geography"
stud_151,82,3,50,60,15,50,39,52,60,43,82,46,"Marathi, English, Sports, Math"
stud_152,53,37,24,90,21,78,96,92,21,50,7,64,"Geography, Drawing"
stud_153,58,56,42,48,74,4,1,56,32,94,12,97,"Environmental Studies, Computer"
stud_154,23,91,18,85,5,12,33,20,62,62,43,88,"Urdu, Computer"
stud_155,52,12,18,14,52,45,32,37,100,33,91,86,"Sports, Math"
stud_156,44,87,68,20,4,53,97,5,56,68,44,3,"Urdu, Geography"
stud_157,15,37,20,27,60,53,71,15,62,3,100,15,"Geography, Math"
stud_158,42,52,51,66,16,39,98,17,39,54,83,82,"Geography, Math"
stud_159,65,32,20,28,76,42,68,78,40,96,23,74,"Drawing, Environmental Studies"
stud_160,96,86,34,50,57,84,11,5,97,25,46,87,"Marathi, Sports"
stud_161,96,66,77,17,22,46,31,80,99,7,41,32,"Marathi, Sports"
stud_162,74,46,14,75,63,100,20,69,44,61,2,70,"English, Science"
stud_163,63,62,55,77,17,70,47,39,55,68,65,32,"English, Science"
stud_164,92,30,52,77,27,79,36,12,60,46,34,68,"Marathi, Science"
stud_165,56,31,77,68,2,52,6,50,71,22,84,51,"Hindi, Math"
stud_166,6,83,22,98,36,64,50,89,48,46,54,15,"English, Drawing"
stud_167,81,77,40,87,34,86,90,88,74,66,29,72,"Geography, Drawing"
stud_168,99,2,25,72,87,7,22,46,84,76,55,26,"Marathi, History"
stud_169,44,6,23,68,78,16,85,2,80,54,31,27,"Geography, Sports"
stud_170,66,34,64,92,99,50,54,67,61,17,28,10,"English, History"
stud_171,20,6,79,7,30,48,61,81,68,16,5,31,"Hindi, Drawing"
stud_172,47,20,89,75,21,13,4,35,61,63,27,16,"Hindi, English"
stud_173,77,32,92,56,26,97,80,71,32,9,75,91,"Hindi, Science"
stud_174,70,86,63,32,56,48,88,73,82,61,84,80,"Urdu, Geography"
stud_175,85,56,51,12,59,53,40,7,82,8,24,39,"Marathi, Sports"
stud_176,15,89,49,65,68,66,77,98,14,34,61,46,"Urdu, Drawing"
stud_177,33,97,5,93,73,38,1,60,44,40,64,69,"Urdu, English"
stud_178,80,88,38,57,81,12,69,31,94,95,88,11,"Sports, Environmental Studies"
stud_179,71,27,63,91,84,36,52,9,78,14,59,15,"English, History"
stud_180,18,69,65,89,15,57,87,10,15,73,58,34,"English, Geography"
stud_181,42,55,76,47,52,91,87,77,13,42,53,53,"Science, Geography"
stud_182,39,86,48,30,59,11,73,11,18,95,24,18,"Urdu, Environmental Studies"
stud_183,37,89,43,53,5,30,53,15,82,67,33,12,"Urdu, Sports"
stud_184,66,55,3,69,38,40,56,40,68,95,86,4,"Environmental Studies, Math"
stud_185,16,10,70,79,4,26,80,85,46,11,9,16,"Geography, Drawing"
stud_186,67,15,36,35,77,71,92,61,4,17,31,29,"History, Geography"
stud_187,74,32,34,96,40,21,76,80,98,7,36,14,"English, Sports"
stud_188,92,7,20,60,95,74,24,90,84,79,55,9,"Marathi, History"
stud_189,66,88,29,34,8,32,95,52,60,79,15,24,"Urdu, Geography"
stud_190,61,41,2,99,39,24,13,9,37,87,36,35,"English, Environmental Studies"
stud_191,18,52,87,85,14,60,61,86,47,62,9,94,"Hindi, Computer"
stud_192,64,93,79,21,71,89,33,69,29,54,61,82,"Urdu, Science"
stud_193,34,26,83,6,87,96,19,69,44,72,33,53,"History, Science"
stud_194,38,22,81,44,34,74,34,17,97,53,13,11,"Hindi, Sports"
stud_195,97,94,4,95,97,60,48,27,63,63,8,92,"Marathi, English, History"
stud_196,55,34,19,8,83,74,29,6,25,61,97,38,"History, Math"
stud_197,87,58,2,51,8,76,82,98,84,89,59,55,"Drawing, Environmental Studies"
stud_198,78,59,34,45,4,77,86,43,65,90,77,80,"Geography, Environmental Studies"
stud_199,41,14,61,93,4,71,69,6,38,21,17,2,"English, Science"
stud_200,10,92,88,68,8,81,9,25,43,72,28,47,"Urdu, Hindi"
stud_201,76,38,69,95,26,47,11,78,41,27,2,55,"English, Drawing"
stud_202,84,26,28,75,5,3,41,60,40,63,29,14,"Marathi, English"
stud_203,76,2,29,96,47,68,51,81,17,16,25,12,"English, Drawing"
stud_204,95,81,25,39,18,28,98,75,77,41,14,77,"Marathi, Geography"
stud_205,55,53,33,84,70,18,43,98,52,1,57,83,"English, Drawing"
stud_206,67,76,78,34,10,67,82,2,82,41,31,49,"Hindi, Geography, Sports"
stud_207,17,86,23,26,27,88,34,3,15,72,33,85,"Urdu, Science"
stud_208,65,33,84,26,96,36,10,95,94,70,98,84,"History, Math"
stud_209,96,12,36,74,99,13,56,54,4,74,44,41,"Marathi, History"
stud_210,98,23,93,21,7,6,60,55,25,96,54,72,"Marathi, Environmental Studies"
stud_211,48,52,54,23,86,40,23,58,16,25,51,49,"History, Drawing"
stud_212,63,2,7,15,71,99,21,88,61,76,17,55,"Science, Drawing"
stud_213,86,54,98,1,7,72,54,67,33,38,38,15,"Marathi, Hindi"
stud_214,70,82,32,57,65,42,64,21,95,95,31,41,"Urdu, Sports, Environmental Studies"
stud_215,15,62,58,41,58,12,50,11,40,24,72,39,"Urdu, Math"
stud_216,77,15,15,6,86,22,41,10,19,10,61,18,"Marathi, History"
stud_217,35,63,71,94,15,54,34,15,39,96,90,60,"English, Environmental Studies"
stud_218,47,62,96,64,70,23,16,1,61,72,56,87,"Hindi, Computer"
stud_219,71,78,79,39,26,79,22,10,18,99,87,100,"Environmental Studies, Computer"
stud_220,95,60,31,81,37,54,82,68,74,25,10,71,"Marathi, Geography"
stud_221,56,11,10,22,7,68,5,100,90,1,88,84,"Drawing, Sports"
stud_222,78,88,43,29,63,44,46,12,29,3,13,96,"Urdu, Computer"
stud_223,41,13,17,78,85,14,47,80,18,51,85,1,"History, Drawing, Math"
stud_224,22,21,23,77,27,24,81,31,94,7,82,74,"Sports, Math"
stud_225,8,96,97,51,67,60,47,26,53,29,50,47,"Urdu, Hindi"
stud_226,53,43,85,56,59,61,27,100,55,26,73,37,"Hindi, Drawing"
stud_227,81,79,40,96,48,38,13,56,50,56,98,2,"English, Math"
stud_228,70,93,11,63,64,6,79,2,69,40,39,90,"Urdu, Computer"
stud_229,38,96,89,19,100,48,83,85,58,67,50,29,"Urdu, History"
stud_230,82,98,48,19,40,60,35,36,54,28,98,41,"Marathi, Urdu, Math"
stud_231,98,27,57,84,8,10,87,48,79,97,31,74,"Marathi, Environmental Studies"
stud_232,17,31,37,76,87,92,69,39,95,87,36,97,"Sports, Computer"
stud_233,20,34,38,18,83,60,49,98,73,28,46,91,"Drawing, Computer"
stud_234,2,87,45,99,84,73,70,4,93,38,27,84,"English, Sports"
stud_235,52,16,74,74,11,5,26,22,41,46,5,49,"Marathi, Hindi, English"
stud_236,71,47,87,42,47,30,5,27,100,65,23,10,"Hindi, Sports"
stud_237,25,39,12,56,94,43,78,57,23,82,32,40,"History, Environmental Studies"
stud_238,30,22,80,94,1,80,100,22,58,62,8,94,"English, Geography, Computer"
stud_239,77,75,35,46,91,13,25,60,76,42,4,88,"History, Computer"
stud_240,16,81,3,24,1,76,23,47,9,49,54,68,"Urdu, Science"
stud_241,8,30,91,22,78,85,33,58,53,71,92,24,"Hindi, Math"
stud_242,41,37,10,66,24,12,39,26,48,50,23,22,"English, Environmental Studies"
stud_243,6,5,34,98,48,83,9,68,77,39,59,88,"English, Computer"
stud_244,13,35,37,17,77,28,36,6,52,11,64,90,"History, Computer"
stud_245,4,69,34,29,86,9,97,4,82,47,93,49,"Geography, Math"
stud_246,21,71,96,77,23,54,20,10,100,38,51,88,"Hindi, Sports"
stud_247,47,5,24,25,65,40,58,55,85,51,71,79,"Sports, Computer"
stud_248,24,9,37,86,80,56,70,66,77,45,6,36,"English, History"
stud_249,79,43,31,57,49,79,61,51,41,99,98,96,"Environmental Studies, Math"
stud_250,91,25,2,4,39,59,11,93,84,6,14,66,"Marathi, Drawing"
stud_251,67,11,78,7,44,15,54,100,95,56,37,29,"Drawing, Sports"
stud_252,18,64,55,51,53,44,86,97,60,43,32,98,"Drawing, Computer"
stud_253,69,54,80,99,100,14,73,15,55,41,93,7,"English, History"
stud_254,28,90,21,94,85,21,88,100,79,60,55,12,"English, Drawing"
stud_255,21,50,69,55,4,90,79,86,6,1,39,77,"Science, Drawing"
stud_256,61,84,81,26,17,74,29,18,75,37,13,81,"Urdu, Hindi, Computer"
stud_257,61,55,63,72,73,48,25,33,71,44,34,25,"English, History"
stud_258,89,32,51,86,20,85,100,9,54,40,92,93,"Geography, Computer"
stud_259,97,80,12,77,100,20,36,43,62,17,62,93,"Marathi, History"
stud_260,38,23,45,61,8,90,72,17,29,36,63,41,"Science, Geography"
stud_261,56,21,70,36,100,62,89,64,17,84,7,81,"History, Geography"
stud_262,49,13,56,79,63,71,2,32,97,75,69,58,"English, Sports"
stud_263,3,36,100,28,72,22,49,80,22,24,22,56,"Hindi, Drawing"
stud_264,29,80,66,13,4,9,28,77,18,40,15,96,"Urdu, Computer"
stud_265,94,59,13,99,39,44,25,56,30,6,72,1,"Marathi, English"
stud_266,35,68,91,60,43,67,63,19,85,94,29,51,"Hindi, Environmental Studies"
stud_267,67,100,76,89,63,17,63,94,58,11,59,90,"Urdu, Drawing"
stud_268,22,30,27,49,60,51,74,79,97,34,40,78,"Drawing, Sports"
stud_269,34,67,84,85,41,19,16,75,41,6,66,65,"Hindi, English"
stud_270,60,59,8,48,37,73,52,66,54,31,97,2,"Science, Math"
stud_271,74,64,81,23,100,10,54,77,47,20,44,28,"Hindi, History"
stud_272,92,62,15,1,5,20,28,7,72,65,46,50,"Marathi, Sports"
stud_273,56,93,64,100,87,40,5,41,73,52,73,100,"Urdu, English, Computer"
stud_274,52,90,90,22,72,63,43,83,43,14,76,67,"Urdu, Hindi, Drawing"
stud_275,9,69,17,84,5,25,98,16,86,8,48,35,"Geography, Sports"
stud_276,75,8,64,25,76,97,97,99,76,95,20,23,"Science, Geography, Drawing"
stud_277,14,43,31,3,43,79,58,33,98,59,20,82,"Sports, Computer"
stud_278,95,40,24,66,32,28,15,75,5,74,40,65,"Marathi, Drawing"
stud_279,10,42,6,57,31,45,19,1,80,16,65,43,"Sports, Math"
stud_280,18,22,18,34,69,17,25,97,88,17,30,8,"Drawing, Sports"
stud_281,16,39,17,41,55,48,18,13,11,25,47,60,"History, Computer"
stud_282,55,55,91,79,4,48,76,9,92,68,74,92,"Hindi, Sports, Computer"
stud_283,32,96,58,38,59,29,85,95,40,86,91,42,"Urdu, Drawing"
stud_284,45,31,86,22,64,81,45,59,42,91,48,27,"Hindi, Environmental Studies"
stud_285,3,76,49,19,66,39,11,3,100,48,90,18,"Sports, Math"
stud_286,84,84,63,71,72,87,13,86,88,67,98,33,"Sports, Math"
stud_287,46,18,83,88,45,38,15,20,62,59,6,85,"English, Computer"
stud_288,10,39,97,18,56,65,43,77,83,57,86,6,"Hindi, Math"
stud_289,6,37,50,91,94,66,44,42,69,6,79,59,"English, History"
stud_290,5,40,73,37,37,13,76,97,38,9,85,52,"Drawing, Math"
stud_291,35,91,8,82,39,19,41,5,47,5,39,94,"Urdu, Computer"
stud_292,14,62,95,86,31,85,35,35,78,56,68,38,"Hindi, English"
stud_293,57,47,41,36,74,92,60,80,87,17,88,10,"Science, Math"
stud_294,71,36,25,45,53,71,41,32,12,45,24,80,"Marathi, Science, Computer"
stud_295,30,18,33,57,16,97,14,97,4,79,61,73,"Science, Drawing, Environmental Studies"
stud_296,61,29,94,89,20,9,14,69,100,65,24,40,"Hindi, Sports"
stud_297,27,36,100,15,95,31,82,14,20,62,37,35,"Hindi, History"
stud_298,79,49,66,74,4,83,34,95,24,15,93,74,"Drawing, Math"
stud_299,90,74,53,62,60,92,70,62,48,78,52,50,"Marathi, Science"
stud_300,7,21,72,91,66,78,78,95,66,70,57,54,"English, Drawing"
stud_301,10,50,83,96,43,87,31,3,64,19,21,72,"English, Science"
stud_302,34,20,93,21,61,60,47,21,100,91,32,47,"Hindi, Sports"
stud_303,51,38,95,76,39,87,47,32,65,10,15,35,"Hindi, Science"
stud_304,13,58,100,83,48,59,70,39,51,41,37,88,"Hindi, Computer"
stud_305,59,17,93,90,28,88,68,58,26,32,29,11,"Hindi, English"
stud_306,28,45,100,42,68,46,73,65,63,14,26,98,"Hindi, Computer"
stud_307,94,2,57,56,88,27,29,96,30,100,50,13,"Drawing, Environmental Studies"
stud_308,73,82,42,28,74,81,68,74,28,15,100,82,"Urdu, Math, Computer"
stud_309,90,100,21,33,99,24,47,92,43,27,99,90,"Urdu, History, Math"
stud_310,19,21,15,35,52,41,23,61,23,79,13,10,"Drawing, Environmental Studies"
stud_311,89,22,91,34,74,99,8,59,97,57,57,91,"Science, Sports"
stud_312,80,51,87,89,66,19,14,78,2,94,6,84,"English, Environmental Studies"
stud_313,19,26,67,100,11,52,52,92,66,28,70,28,"English, Drawing"
stud_314,41,80,12,93,94,10,30,75,79,21,29,95,"History, Computer"
stud_315,47,32,24,4,3,26,43,30,36,66,6,92,"Environmental Studies, Computer"
stud_316,43,41,64,24,42,63,6,81,29,88,62,73,"Drawing, Environmental Studies"
stud_317,47,40,92,100,65,63,47,25,47,43,76,8,"Hindi, English"
stud_318,76,32,2,56,88,82,100,87,95,54,57,12,"Geography, Sports"
stud_319,93,68,27,13,19,93,51,40,29,97,38,73,"Marathi, Science, Environmental Studies"
stud_320,74,82,37,74,29,81,74,88,93,79,40,91,"Sports, Computer"
stud_321,20,52,86,5,63,76,59,26,96,77,98,75,"Sports, Math"
stud_322,6,64,37,14,48,52,61,92,79,39,3,94,"Drawing, Computer"
stud_323,63,22,94,40,34,55,72,4,70,44,3,7,"Hindi, Geography"
stud_324,72,79,82,55,72,94,43,75,89,45,100,7,"Science, Math"
stud_325,17,2,36,85,37,99,3,86,10,92,33,67,"Science, Environmental Studies"
stud_326,85,20,60,70,37,98,43,44,18,80,31,32,"Marathi, Science"
stud_327,58,33,20,66,72,88,10,69,96,39,15,68,"Science, Sports"
stud_328,9,51,100,33,5,1,71,50,11,24,42,91,"Hindi, Computer"
stud_329,57,70,79,84,72,73,92,5,17,61,44,76,"English, Geography"
stud_330,96,31,92,58,98,42,6,8,77,39,82,56,"Marathi, History"
stud_331,58,95,36,14,20,83,83,36,45,36,24,87,"Urdu, Computer"
stud_332,6,5,84,40,27,100,87,29,14,21,87,52,"Science, Geography, Math"
stud_333,1,15,58,7,5,64,64,11,79,8,4,87,"Sports, Computer"
stud_334,100,48,21,11,7,37,6,9,96,21,73,65,"Marathi, Sports"
stud_335,30,49,9,77,24,24,37,8,86,6,58,68,"English, Sports"
stud_336,53,21,89,86,69,29,2,24,90,100,57,30,"Sports, Environmental Studies"
stud_337,58,58,14,48,18,96,100,65,74,71,79,69,"Science, Geography"
stud_338,17,48,25,90,32,77,6,72,87,2,16,47,"English, Sports"
stud_339,48,72,64,8,68,37,54,25,72,45,3,61,"Urdu, History, Sports"
stud_340,23,14,79,83,13,51,41,96,41,58,89,72,"Drawing, Math"
stud_341,18,78,22,12,66,93,31,24,4,69,16,75,"Urdu, Science"
stud_342,90,70,90,40,57,90,76,18,38,54,90,86,"Marathi, Hindi, Science, Math, Computer"
stud_343,25,10,100,31,24,34,58,43,33,23,2,74,"Hindi, Computer"
stud_344,80,90,49,7,37,56,56,100,99,23,52,33,"Drawing, Sports"
stud_345,66,33,36,38,8,85,20,27,18,16,82,66,"Science, Math"
stud_346,39,23,12,85,75,73,2,26,11,72,77,1,"English, Math"
stud_347,46,26,27,24,19,50,68,21,13,99,99,43,"Geography, Environmental Studies, Math"
stud_348,26,32,76,1,19,81,92,50,71,32,38,23,"Science, Geography"
