Unique_ID,Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest
stud_143,26,17,100,85,73,9,57,74,84,47,52,82,"Hindi, English"
stud_144,75,92,2,86,29,64,3,87,19,87,67,40,"Urdu, Drawing, Environmental Studies"
stud_145,89,39,20,94,47,76,57,15,97,38,36,79,"English, Sports"
stud_146,57,92,2,55,78,36,13,35,94,99,74,25,"Sports, Environmental Studies"
stud_147,38,6,64,69,55,95,93,71,42,11,51,69,"Science, Geography"
stud_148,82,6,18,57,15,12,19,89,88,79,57,31,"Drawing, Sports"
stud_149,2,32,47,64,62,9,54,73,11,17,77,49,"Drawing, Math"
stud_150,8,38,57,2,92,10,26,50,6,100,28,9,"History, Environmental Studies"
stud_151,68,79,42,20,81,97,97,23,88,94,6,96,"Science, Geography, Computer"
stud_152,3,78,17,30,90,43,64,98,5,57,20,24,"History, Drawing"
stud_153,11,54,22,4,4,26,22,86,89,60,35,28,"Drawing, Sports"
stud_154,8,7,87,32,91,91,17,3,36,70,51,92,"History, Science, Computer"
stud_155,23,90,85,58,64,10,18,37,24,44,28,62,"Urdu, Hindi"
stud_156,18,40,9,5,96,63,11,65,46,94,91,32,"History, Environmental Studies"
stud_157,2,93,54,41,1,49,43,37,27,31,32,66,"Urdu, Computer"
stud_158,7,100,72,80,76,9,82,12,87,51,27,65,"Urdu, Sports"
stud_159,11,47,49,84,17,31,19,13,30,68,74,61,"English, Math"
stud_160,74,94,43,66,58,58,11,42,6,2,40,18,"Marathi, Urdu"
stud_161,42,16,70,12,41,89,93,89,64,31,70,64,"Science, Geography, Drawing"
stud_162,54,63,71,76,41,77,67,92,64,35,96,23,"Drawing, Math"
stud_163,13,20,97,84,43,33,92,85,9,30,26,19,"Hindi, Geography"
stud_164,32,90,27,66,38,2,77,76,8,19,61,19,"Urdu, Geography"
stud_165,68,72,10,97,63,53,63,26,69,94,12,86,"English, Environmental Studies"
stud_166,43,31,4,90,29,7,33,6,47,83,15,67,"English, Environmental Studies"
stud_167,86,22,98,21,28,92,84,26,46,90,18,69,"Hindi, Science"
stud_168,25,45,68,51,47,9,63,97,3,31,8,64,"Hindi, Drawing"
stud_169,79,4,86,89,81,50,72,48,51,88,58,78,"English, Environmental Studies"
stud_170,56,24,16,73,15,90,12,78,68,45,16,66,"Science, Drawing"
stud_171,14,36,46,21,56,80,21,46,87,6,58,49,"Science, Sports"
stud_172,16,9,59,87,15,4,87,93,28,96,71,60,"Drawing, Environmental Studies"
stud_173,52,76,80,69,98,94,26,83,11,33,83,55,"History, Science"
stud_174,14,21,31,20,37,15,82,19,45,3,25,67,"Geography, Computer"
stud_175,64,96,81,41,64,43,88,16,78,33,79,45,"Urdu, Geography"
stud_176,81,1,14,63,70,26,51,14,49,49,59,96,"Marathi, Computer"
stud_177,33,76,95,81,49,19,80,41,10,87,33,82,"Hindi, Environmental Studies"
stud_178,44,53,58,16,73,15,30,48,87,71,37,22,"History, Sports"
stud_179,88,49,85,3,63,25,55,61,57,10,42,57,"Marathi, Hindi"
stud_180,30,35,7,33,68,70,45,12,24,98,57,52,"Science, Environmental Studies"
stud_181,10,47,33,65,2,57,54,8,34,60,23,72,"English, Computer"
stud_182,17,85,58,100,78,92,79,99,35,34,95,49,"English, Drawing"
stud_183,31,12,63,23,28,27,17,97,23,84,70,54,"Drawing, Environmental Studies"
stud_184,42,16,85,53,21,72,6,44,41,66,88,87,"Math, Computer"
stud_185,51,85,54,71,68,56,81,62,87,76,52,30,"Urdu, Sports"
stud_186,69,67,95,34,2,30,55,94,15,10,80,36,"Hindi, Drawing"
stud_187,89,43,64,43,16,85,88,51,31,63,65,39,"Marathi, Geography"
stud_188,61,70,88,96,12,36,60,88,19,53,53,88,"Hindi, English, Drawing, Computer"
stud_189,81,37,76,75,34,39,18,58,81,79,87,66,"Marathi, Sports, Math"
stud_190,7,26,20,19,16,64,11,85,40,6,71,17,"Drawing, Math"
stud_191,55,60,64,2,46,92,66,54,44,4,54,92,"Science, Geography, Computer"
stud_192,8,100,2,87,70,92,47,54,2,6,78,21,"Urdu, Science"
stud_193,33,29,10,16,95,41,54,94,12,6,52,1,"History, Drawing"
stud_194,12,48,5,59,13,47,95,39,18,81,31,11,"Geography, Environmental Studies"
stud_195,83,39,51,20,47,78,25,58,65,71,33,28,"Marathi, Science"
stud_196,59,16,38,80,36,68,78,20,21,71,34,95,"English, Computer"
stud_197,71,18,99,24,47,68,67,72,84,75,44,10,"Hindi, Sports"
stud_198,87,76,45,10,17,6,11,93,13,36,94,88,"Drawing, Math"
stud_199,87,65,34,18,7,68,12,32,45,78,39,61,"Marathi, Environmental Studies"
stud_200,17,38,8,42,66,77,68,50,39,48,12,59,"Science, Geography"
stud_201,50,71,66,34,81,71,73,46,44,99,88,98,"Environmental Studies, Computer"
stud_202,4,19,100,100,5,72,10,69,61,80,43,89,"Hindi, English, Computer"
stud_203,20,80,23,73,6,5,72,95,2,24,92,36,"Drawing, Math"
stud_204,96,48,10,55,16,99,4,81,16,92,81,95,"Marathi, Science"
stud_205,86,71,84,22,2,50,95,93,31,60,76,82,"Geography, Drawing"
stud_206,19,12,97,99,3,17,47,52,60,77,14,18,"Hindi, English"
stud_207,53,64,62,43,56,62,99,75,42,66,63,84,"Geography, Computer"
stud_208,66,77,91,74,68,76,15,55,73,73,91,9,"Urdu, Hindi, Math"
stud_209,64,35,74,40,32,75,54,58,81,77,89,47,"Sports, Math"
stud_210,61,68,82,40,97,15,100,56,72,68,6,19,"History, Geography"
stud_211,59,32,30,53,70,58,24,11,60,7,85,95,"Math, Computer"
stud_212,78,72,3,83,44,55,70,56,36,18,58,53,"Marathi, English"
stud_213,29,68,58,80,41,77,77,77,31,52,21,57,"English, Science, Geography, Drawing"
stud_214,94,97,79,14,30,84,98,59,34,1,16,79,"Urdu, Geography"
stud_215,61,3,18,84,13,32,17,25,6,31,92,62,"English, Math"
stud_216,33,51,97,74,90,31,43,53,94,16,32,75,"Hindi, Sports"
stud_217,63,69,26,43,60,56,43,13,36,46,5,97,"Urdu, Computer"
stud_218,85,32,36,37,67,46,90,11,59,14,71,9,"Marathi, Geography"
stud_219,43,57,34,49,88,31,35,44,56,46,77,98,"History, Computer"
stud_220,75,94,38,80,88,53,36,19,100,94,84,23,"Urdu, Sports, Environmental Studies"
stud_221,80,39,95,76,39,39,20,47,51,89,8,31,"Hindi, Environmental Studies"
stud_222,75,67,67,16,63,30,14,6,70,73,93,81,"Math, Computer"
stud_223,60,68,5,43,60,79,39,28,69,84,4,61,"Science, Environmental Studies"
stud_224,39,100,43,50,79,97,86,47,100,85,65,52,"Urdu, Science, Sports"
stud_225,59,63,77,36,15,5,88,14,79,52,8,36,"Geography, Sports"
stud_226,24,67,70,87,76,62,14,10,84,21,59,85,"English, Computer"
stud_227,10,29,88,65,40,46,31,56,32,24,70,10,"Hindi, Math"
stud_228,7,34,35,86,84,62,19,43,9,10,12,92,"English, Computer"
stud_229,40,33,61,63,56,83,14,35,67,24,22,48,"Science, Sports"
stud_230,86,88,32,62,94,94,11,67,83,7,80,70,"Urdu, History, Science"
stud_231,23,44,91,67,62,81,54,26,25,27,31,98,"Hindi, Computer"
stud_232,18,3,25,24,90,34,25,78,59,55,77,42,"History, Drawing"
stud_233,14,26,27,97,79,79,64,32,44,20,83,45,"English, Math"
stud_234,84,7,35,87,36,39,19,24,89,15,49,16,"English, Sports"
stud_235,10,68,51,10,67,86,76,29,50,61,58,1,"Science, Geography"
stud_236,29,48,79,81,10,62,11,89,53,67,22,91,"Drawing, Computer"
stud_237,85,35,98,34,39,57,11,35,11,15,86,68,"Hindi, Math"
stud_238,79,40,21,87,74,2,81,1,46,1,35,35,"English, Geography"
stud_239,25,59,33,35,33,39,19,84,32,42,38,61,"Drawing, Computer"
stud_240,44,3,47,59,42,79,80,69,12,8,14,11,"Science, Geography"
stud_241,72,14,42,9,6,73,17,65,88,47,38,60,"Science, Sports"
stud_242,83,72,64,89,52,77,51,54,16,26,42,54,"Marathi, English"
stud_243,16,99,8,20,47,19,56,21,30,45,26,35,"Urdu, Geography"
stud_244,89,92,89,86,21,55,8,100,15,83,55,14,"Urdu, Drawing"
stud_245,29,29,74,98,39,53,60,97,66,68,41,59,"English, Drawing"
stud_246,49,47,1,7,72,27,9,13,37,8,9,35,"Marathi, History"
stud_247,60,9,25,18,97,63,31,44,18,47,14,64,"History, Computer"
stud_248,48,39,95,4,82,65,14,79,72,62,31,85,"Hindi, Computer"
stud_249,10,93,64,60,35,85,12,18,13,16,65,96,"Urdu, Computer"
stud_250,41,44,31,65,94,29,39,10,81,5,17,71,"History, Sports"
stud_251,82,3,67,95,43,96,49,31,35,38,77,11,"English, Science"
stud_252,97,47,98,37,17,35,36,32,61,39,11,37,"Marathi, Hindi"
stud_253,68,75,26,9,6,25,100,51,10,24,68,15,"Urdu, Geography"
stud_254,90,8,7,97,88,72,86,96,86,69,72,8,"English, Drawing"
stud_255,64,94,79,1,49,75,100,14,81,6,6,26,"Urdu, Geography"
stud_256,100,74,78,7,9,14,39,97,29,49,31,17,"Marathi, Drawing"
stud_257,54,90,75,50,42,97,51,39,11,12,19,68,"Urdu, Science"
stud_258,95,75,98,90,55,68,95,22,59,69,91,70,"Marathi, Hindi, Geography"
stud_259,59,17,76,97,22,4,61,68,61,50,33,89,"English, Computer"
stud_260,75,60,85,5,31,23,98,61,4,61,96,30,"Geography, Math"
stud_261,35,26,50,62,92,17,13,85,97,65,5,47,"History, Sports"
stud_262,13,10,47,46,74,13,59,90,84,84,64,79,"Drawing, Sports, Environmental Studies"
stud_263,10,70,37,5,4,6,14,73,50,46,88,9,"Drawing, Math"
stud_264,41,27,9,66,84,35,18,95,9,8,96,27,"Drawing, Math"
stud_265,100,59,71,63,71,25,72,10,42,24,59,21,"Marathi, Geography"
stud_266,62,84,25,95,26,70,34,61,23,64,72,38,"Urdu, English"
stud_267,100,82,50,33,80,89,45,47,92,15,12,74,"Marathi, Sports"
stud_268,21,25,81,37,46,43,4,84,9,34,26,29,"Hindi, Drawing"
stud_269,21,3,19,42,76,65,72,22,51,44,9,83,"History, Computer"
stud_270,63,44,51,30,27,38,94,14,82,89,53,86,"Geography, Environmental Studies"
stud_271,81,97,73,35,1,62,51,89,94,11,82,13,"Urdu, Sports"
stud_272,92,16,69,65,96,88,29,8,86,6,36,30,"Marathi, History"
stud_273,98,31,32,66,57,3,34,2,37,17,13,34,"Marathi, English"
stud_274,45,69,61,29,55,2,73,94,75,57,18,56,"Drawing, Sports"
stud_275,87,53,65,76,18,58,67,16,74,6,44,19,"Marathi, English"
stud_276,64,39,84,73,72,65,10,14,38,43,34,81,"Hindi, Computer"
stud_277,44,3,75,16,60,71,14,93,86,69,92,19,"Drawing, Math"
stud_278,44,75,65,35,9,87,49,39,97,76,36,97,"Science, Sports, Computer"
stud_279,85,74,94,34,81,82,56,31,43,37,66,5,"Marathi, Hindi"
stud_280,25,31,41,69,79,23,58,27,48,25,6,89,"History, Computer"
stud_281,84,100,4,84,91,80,30,82,38,16,42,28,"Urdu, History"
stud_282,92,27,54,43,37,7,88,84,99,93,17,80,"Sports, Environmental Studies"
stud_283,4,42,85,1,15,77,28,77,8,46,90,17,"Hindi, Math"
stud_284,72,43,90,22,40,96,49,92,11,54,16,41,"Science, Drawing"
stud_285,46,90,98,12,4,60,21,50,93,22,3,62,"Hindi, Sports"
stud_286,60,58,9,92,24,87,92,36,84,63,15,57,"English, Science, Geography"
stud_287,50,62,4,65,12,2,50,1,16,17,46,98,"English, Computer"
stud_288,41,27,95,79,96,55,22,30,92,92,55,18,"Hindi, History"
stud_289,76,56,71,41,71,49,76,56,68,10,37,13,"Marathi, Hindi, History, Geography"
stud_290,81,40,72,99,38,36,35,6,33,57,100,67,"English, Math"
stud_291,64,12,22,70,22,73,96,49,94,89,14,18,"Geography, Sports"
stud_292,84,54,37,93,54,87,45,13,28,82,5,11,"English, Science"
stud_293,45,13,17,9,98,93,46,64,37,38,9,36,"History, Science"
stud_294,89,32,72,85,11,48,37,22,4,71,69,41,"Marathi, English"
stud_295,85,65,60,71,63,53,98,17,85,95,80,65,"Geography, Environmental Studies"
stud_296,32,38,97,83,90,60,63,69,23,75,52,6,"Hindi, History"
stud_297,54,1,48,24,59,20,21,4,84,17,82,31,"Sports, Math"
stud_298,78,75,1,73,80,96,62,17,26,7,85,78,"Science, Math"
stud_299,18,38,13,99,29,87,97,6,58,38,6,62,"English, Geography"
stud_300,70,94,97,8,100,63,63,20,84,45,80,95,"Hindi, History"
stud_301,5,54,67,79,21,58,44,77,52,99,13,61,"English, Environmental Studies"
stud_302,43,43,44,70,23,8,81,7,23,25,18,48,"English, Geography"
stud_303,71,40,22,26,53,42,35,15,81,76,48,30,"Sports, Environmental Studies"
stud_304,26,67,28,15,51,100,88,15,33,53,46,54,"Science, Geography"
stud_305,18,96,13,67,19,12,62,20,44,48,83,11,"Urdu, Math"
stud_306,91,80,4,23,85,39,27,67,51,47,21,45,"Marathi, History"
stud_307,30,98,85,92,29,9,83,81,33,38,12,60,"Urdu, English"
stud_308,98,17,27,17,10,100,51,64,49,96,9,68,"Marathi, Science"
stud_309,57,6,9,82,32,79,39,66,68,22,74,19,"English, Science"
stud_310,98,69,4,80,40,30,92,63,55,42,28,51,"Marathi, Geography"
stud_311,10,56,36,79,41,97,73,11,5,13,20,16,"English, Science"
stud_312,97,26,8,58,59,87,24,92,61,20,91,74,"Marathi, Drawing"
stud_313,95,59,27,76,12,25,1,35,26,15,69,12,"Marathi, English"
stud_314,51,87,65,77,96,47,97,78,12,23,51,23,"History, Geography"
stud_315,25,77,49,55,90,50,11,58,89,28,9,9,"History, Sports"
stud_316,44,83,90,91,21,44,27,10,40,60,35,88,"Hindi, English"
stud_317,34,53,62,78,47,90,81,18,60,21,83,14,"Science, Math"
stud_318,54,100,1,82,48,86,33,88,85,91,27,11,"Urdu, Environmental Studies"
stud_319,72,70,98,27,69,23,48,11,37,74,48,67,"Hindi, Environmental Studies"
stud_320,18,66,31,80,37,3,34,44,31,32,100,68,"English, Math"
stud_321,50,78,38,5,6,17,27,74,37,70,63,11,"Urdu, Drawing"
stud_322,100,4,61,53,99,96,81,67,11,85,9,8,"Marathi, History"
stud_323,46,88,81,47,79,84,63,96,88,67,82,5,"Urdu, Drawing, Sports"
stud_324,38,60,29,20,77,49,91,47,14,83,42,45,"Geography, Environmental Studies"
stud_325,14,74,77,11,90,40,41,4,5,66,38,41,"Hindi, History"
stud_326,55,40,56,71,4,67,4,51,87,62,34,3,"English, Sports"
stud_327,7,8,47,17,27,55,8,96,76,40,16,62,"Drawing, Sports"
stud_328,16,35,34,100,18,61,68,96,77,12,85,20,"English, Drawing"
stud_329,76,27,16,4,78,40,37,8,87,73,36,39,"History, Sports"
stud_330,38,33,88,94,24,32,90,58,31,70,20,70,"English, Geography"
stud_331,34,56,85,5,22,22,91,35,16,96,85,16,"Geography, Environmental Studies"
stud_332,9,18,37,88,25,24,92,71,100,65,81,22,"Geography, Sports"
stud_333,98,50,37,53,95,44,51,64,89,22,89,22,"Marathi, History"
stud_334,100,9,8,45,86,21,69,55,63,16,8,38,"Marathi, History"
stud_335,27,87,92,84,3,46,70,88,80,99,48,87,"Hindi, Environmental Studies"
stud_336,31,45,57,62,13,87,6,16,97,70,94,79,"Sports, Math"
stud_337,88,56,5,97,65,59,87,85,62,6,16,19,"Marathi, English"
stud_338,63,97,78,82,55,65,37,2,5,81,22,4,"Urdu, English"
stud_339,14,46,38,92,86,96,63,89,38,81,72,82,"English, Science"
stud_340,77,5,64,97,58,92,65,34,2,25,38,48,"English, Science"
stud_341,39,49,3,59,2,8,67,40,65,20,20,85,"Geography, Computer"
stud_342,13,86,40,94,58,12,19,84,70,1,75,43,"Urdu, English"
stud_343,24,88,77,75,65,6,48,12,9,2,46,84,"Urdu, Computer"
stud_344,5,48,62,98,11,46,72,9,2,97,33,45,"English, Environmental Studies"
stud_345,81,78,59,27,38,98,53,43,99,56,82,99,"Science, Sports, Computer"
stud_346,24,35,38,73,28,29,58,73,88,33,1,54,"English, Drawing, Sports"
stud_347,93,10,13,21,99,31,35,89,87,32,89,82,"Marathi, History"
stud_348,40,16,86,27,22,27,88,74,72,95,31,18,"Geography, Environmental Studies"
stud_349,35,18,5,52,3,81,29,90,14,70,61,79,"Science, Drawing"
stud_350,12,87,58,64,3,27,85,91,62,73,24,7,"Urdu, Drawing"
