Unique_ID,Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest
stud_62,21,27,44,57,71,21,27,53,72,50,41,77,"Sports, Computer"
stud_63,70,47,68,30,36,63,59,65,27,77,59,70,"Marathi, Environmental Studies, Computer"
stud_64,28,35,78,66,38,32,25,48,40,48,39,46,"Hindi, English"
stud_65,20,33,20,24,61,38,66,69,47,78,47,62,"Drawing, Environmental Studies"
stud_66,74,77,80,65,71,43,51,78,75,33,56,51,"Hindi, Drawing"
stud_67,67,45,45,49,48,46,49,63,40,23,61,37,"Marathi, Drawing"
stud_68,41,39,27,66,49,78,76,34,66,43,74,66,"Science, Geography"
stud_69,41,75,71,64,62,70,79,52,77,25,66,32,"Geography, Sports"
stud_70,52,33,36,54,72,48,74,52,38,38,57,77,"Geography, Computer"
stud_71,55,24,47,73,78,65,60,43,71,46,37,21,"English, History"
stud_72,58,23,68,29,74,67,51,73,65,32,55,65,"History, Drawing"
stud_73,64,44,35,39,38,71,44,54,44,31,50,43,"Marathi, Science"
stud_74,42,75,33,28,51,42,43,77,43,47,22,42,"Urdu, Drawing"
stud_75,60,69,70,56,79,35,48,24,48,30,41,49,"Hindi, History"
stud_76,57,64,35,45,52,60,39,73,34,54,58,29,"Urdu, Drawing"
stud_77,77,30,51,43,80,59,24,73,73,70,45,49,"Marathi, History"
stud_78,59,54,50,64,41,32,49,72,33,68,61,39,"Drawing, Environmental Studies"
stud_79,62,44,21,33,56,43,41,37,42,71,54,60,"Marathi, Environmental Studies"
stud_80,35,68,36,64,79,29,73,47,48,28,73,62,"History, Geography, Math"
stud_81,27,20,27,38,62,63,55,40,39,33,44,38,"History, Science"
stud_82,43,67,62,46,79,73,37,65,31,62,24,73,"History, Science, Computer"
stud_83,45,50,67,71,52,56,68,50,44,73,39,48,"English, Environmental Studies"
stud_84,47,53,25,42,64,75,69,61,47,69,40,40,"Science, Geography, Environmental Studies"
stud_85,24,73,52,43,34,74,78,28,58,58,77,72,"Geography, Math"
stud_86,69,21,61,72,38,23,57,34,79,40,76,21,"Sports, Math"
stud_87,60,72,26,41,68,28,30,72,52,22,73,73,"Urdu, Drawing, Math, Computer"
stud_88,29,74,57,20,48,64,54,80,80,20,26,48,"Urdu, Drawing, Sports"
stud_89,20,68,29,41,46,48,45,78,49,30,23,44,"Urdu, Drawing"
stud_90,27,26,20,27,26,52,51,77,51,63,37,51,"Drawing, Environmental Studies"
stud_91,56,39,70,38,63,52,26,54,20,41,78,21,"Hindi, Math"
stud_92,65,30,40,72,52,25,58,74,62,41,20,31,"English, Drawing"
stud_93,32,64,35,75,22,28,68,39,23,22,59,27,"English, Geography"
stud_94,45,68,20,44,34,72,42,66,47,41,70,69,"Science, Math"
stud_95,60,64,38,42,46,76,21,75,61,62,54,42,"Science, Drawing"
stud_96,39,30,25,58,44,34,38,65,43,65,39,49,"English, Drawing, Environmental Studies"
stud_97,76,23,33,42,61,75,77,65,73,26,21,77,"Marathi, Geography, Computer"
stud_98,61,29,20,70,56,58,71,47,59,31,57,52,"English, Geography"
stud_99,56,27,68,22,30,41,30,27,22,56,65,80,"Hindi, Computer"
stud_100,21,30,54,48,45,36,38,54,62,75,59,47,"Sports, Environmental Studies"
stud_101,39,80,58,30,43,45,74,51,56,40,36,58,"Urdu, Geography"
stud_102,34,57,65,45,60,59,49,65,40,50,43,72,"Hindi, Drawing, Computer"
stud_103,33,40,53,51,78,56,28,35,52,70,28,33,"History, Environmental Studies"
stud_104,20,41,43,65,28,56,23,29,53,34,40,22,"English, Science"
stud_105,72,59,33,47,74,39,72,37,72,72,26,35,"Marathi, History, Geography, Sports, Environmental Studies"
stud_106,71,78,35,79,67,41,78,70,26,56,49,43,"Urdu, English, Geography"
stud_107,64,35,52,55,27,37,43,22,20,26,23,44,"Marathi, English"
stud_108,67,61,54,22,64,56,23,54,40,69,58,47,"Marathi, Environmental Studies"
stud_109,71,37,73,53,76,77,23,74,38,31,40,64,"History, Science"
stud_110,20,47,77,47,75,59,73,65,26,49,52,69,"Hindi, History"
stud_111,53,29,70,78,49,42,50,80,35,24,55,60,"English, Drawing"
stud_112,34,45,42,62,75,30,65,52,40,72,38,65,"History, Environmental Studies"
stud_113,66,22,39,20,52,34,24,72,80,21,70,27,"Drawing, Sports"
stud_114,71,75,59,59,49,64,41,71,66,54,38,23,"Marathi, Urdu, Drawing"
stud_115,28,35,59,75,66,67,53,22,34,69,52,33,"English, Environmental Studies"
stud_116,44,63,39,65,37,48,73,78,73,48,55,80,"Drawing, Computer"
stud_117,64,52,38,27,34,78,67,37,36,33,46,49,"Science, Geography"
stud_118,74,26,66,63,63,40,75,41,25,34,61,50,"Marathi, Geography"
stud_119,69,67,62,60,69,42,76,48,64,31,44,56,"Marathi, History, Geography"
stud_120,71,36,47,59,32,71,31,63,26,54,45,63,"Marathi, Science, Drawing, Computer"
stud_121,44,38,80,28,40,80,42,42,60,67,39,27,"Hindi, Science, Environmental Studies"
stud_122,69,52,38,28,55,47,59,36,35,79,32,52,"Marathi, Environmental Studies"
stud_123,65,78,62,24,75,69,28,63,79,60,28,50,"Urdu, Sports"
stud_124,61,49,67,36,31,58,67,35,20,79,79,24,"Hindi, Geography, Environmental Studies, Math"
stud_125,23,68,25,28,78,67,30,44,52,60,26,35,"Urdu, History"
stud_126,52,70,70,26,59,79,58,56,30,29,55,31,"Urdu, Hindi, Science"
stud_127,30,49,67,29,28,20,69,78,37,55,23,53,"Geography, Drawing"
stud_128,22,63,53,29,57,41,77,25,75,33,31,44,"Geography, Sports"
stud_129,23,68,75,62,22,32,64,48,56,65,36,64,"Urdu, Hindi"
stud_130,58,75,23,23,80,62,45,28,76,43,74,75,"History, Sports"
stud_131,26,70,23,28,71,48,47,23,23,79,73,27,"Environmental Studies, Math"
stud_132,40,29,37,59,30,43,60,21,36,77,75,71,"Environmental Studies, Math"
stud_133,70,34,60,50,73,42,64,60,63,65,58,62,"Marathi, History"
stud_134,63,75,74,66,50,67,39,55,37,25,80,28,"Urdu, Math"
stud_135,25,65,57,21,42,56,72,22,36,48,70,61,"Geography, Math"
stud_136,63,64,36,57,29,25,23,21,21,47,21,30,"Marathi, Urdu"
stud_137,74,22,42,70,37,68,22,74,78,49,70,46,"Marathi, Drawing, Sports"
stud_138,79,45,68,78,72,67,35,25,31,21,68,65,"Marathi, English"
stud_139,37,39,76,48,26,49,28,43,30,80,47,57,"Hindi, Environmental Studies"
stud_140,37,28,22,50,31,63,66,34,71,58,24,29,"Geography, Sports"
stud_141,30,77,51,37,62,33,26,60,49,44,28,79,"Urdu, Computer"
stud_142,78,43,63,75,73,67,48,74,55,42,53,36,"Marathi, English"
stud_143,74,48,61,37,54,78,62,80,70,37,30,25,"Science, Drawing"
stud_144,25,24,73,73,24,76,51,67,31,43,67,68,"Hindi, English, Science"
stud_145,29,77,51,65,23,35,24,72,64,57,62,37,"Urdu, Drawing"
stud_146,53,26,61,47,23,21,70,77,67,71,48,39,"Drawing, Environmental Studies"
stud_147,20,30,46,63,22,64,52,43,28,77,35,62,"Science, Environmental Studies"
stud_148,51,62,65,51,23,54,64,80,37,69,50,67,"Drawing, Environmental Studies"
stud_149,59,74,41,36,39,35,50,52,67,35,22,24,"Urdu, Sports"
stud_150,72,27,40,22,74,34,79,77,23,43,80,70,"Geography, Math"
stud_151,29,66,33,28,79,30,23,69,71,45,64,31,"History, Sports"
stud_152,49,54,56,80,24,75,27,65,37,78,39,56,"English, Environmental Studies"
stud_153,73,65,27,32,77,54,25,57,72,29,33,62,"Marathi, History"
stud_154,53,55,64,41,57,46,40,67,23,47,22,35,"Hindi, Drawing"
stud_155,55,64,42,39,53,36,28,21,77,29,23,50,"Urdu, Sports"
stud_156,33,48,44,70,72,63,34,31,27,27,47,75,"History, Computer"
stud_157,52,43,34,54,29,76,43,33,79,80,32,25,"Sports, Environmental Studies"
stud_158,47,62,33,71,72,60,58,73,20,56,69,26,"History, Drawing"
stud_159,26,21,22,31,32,24,37,61,43,46,52,75,"Drawing, Computer"
stud_160,80,73,79,30,80,76,46,26,78,70,66,51,"Marathi, Hindi, History"
stud_161,66,41,70,31,40,57,39,74,67,40,66,22,"Hindi, Drawing"
stud_162,23,34,63,41,49,34,37,76,54,23,48,72,"Drawing, Computer"
stud_163,65,50,31,45,76,34,80,60,74,53,57,47,"History, Geography"
stud_164,41,72,44,42,40,57,23,68,34,48,40,36,"Urdu, Drawing"
stud_165,56,51,79,71,73,75,42,80,35,79,35,53,"Hindi, Drawing, Environmental Studies"
stud_166,71,50,66,53,25,32,62,63,44,56,21,49,"Marathi, Hindi"
stud_167,51,24,63,23,64,40,20,24,28,20,66,39,"History, Math"
stud_168,45,25,33,52,53,57,80,45,53,48,26,70,"Geography, Computer"
stud_169,31,80,31,54,56,72,27,76,59,70,39,75,"Urdu, Drawing"
stud_170,38,26,23,80,55,35,48,20,28,60,53,73,"English, Computer"
stud_171,36,70,42,26,44,56,23,75,59,54,57,20,"Urdu, Drawing"
stud_172,44,55,55,55,49,75,49,22,57,34,67,26,"Science, Math"
stud_173,76,30,68,69,80,52,54,32,80,33,45,75,"Marathi, History, Sports"
stud_174,68,27,29,79,56,49,62,53,49,22,62,53,"Marathi, English"
stud_175,27,65,52,58,22,24,36,25,78,59,60,24,"Urdu, Sports"
stud_176,56,50,36,20,58,51,51,43,69,33,72,36,"Sports, Math"
stud_177,73,50,43,75,50,22,44,24,79,35,32,38,"English, Sports"
stud_178,24,52,53,74,48,26,69,49,27,72,62,71,"English, Environmental Studies"
stud_179,49,61,78,27,70,35,44,75,31,66,56,68,"Hindi, Drawing"
stud_180,50,59,39,50,59,45,55,79,77,23,69,53,"Drawing, Sports"
stud_181,44,78,67,32,46,46,35,37,68,40,49,56,"Urdu, Sports"
stud_182,42,72,59,47,29,24,79,32,62,76,72,78,"Geography, Computer"
stud_183,75,78,24,77,63,24,75,36,53,25,67,70,"Urdu, English"
stud_184,80,24,51,49,63,65,27,70,24,66,24,62,"Marathi, Drawing"
stud_185,59,33,66,40,70,23,31,33,46,25,52,22,"Hindi, History"
stud_186,58,39,64,42,52,30,32,60,55,62,53,40,"Hindi, Environmental Studies"
stud_187,27,22,21,73,53,59,64,54,48,34,50,74,"English, Computer"
stud_188,33,49,22,63,62,80,79,27,61,27,61,60,"Science, Geography"
stud_189,70,77,28,29,43,30,65,36,56,56,22,28,"Marathi, Urdu"
stud_190,33,24,66,41,42,36,57,77,21,69,38,22,"Drawing, Environmental Studies"
stud_191,51,64,47,58,39,75,58,62,34,70,63,29,"Science, Environmental Studies"
stud_192,63,59,44,33,57,55,74,45,57,47,68,64,"Geography, Math"
stud_193,38,57,48,72,41,28,26,46,37,53,42,37,"Urdu, English"
stud_194,55,30,40,79,37,43,73,42,68,34,61,47,"English, Geography"
stud_195,31,75,37,21,42,75,52,31,47,28,57,35,"Urdu, Science, Math"
stud_196,46,47,36,38,71,32,72,80,48,50,25,77,"Drawing, Computer"
stud_197,41,79,76,21,62,68,20,46,46,76,44,77,"Urdu, Computer"
stud_198,30,68,53,53,21,67,35,26,71,44,67,76,"Sports, Computer"
stud_199,72,52,44,71,28,60,75,21,38,20,25,54,"Marathi, Geography"
stud_200,60,78,49,27,59,38,34,69,50,71,79,33,"Urdu, Math"
stud_201,67,21,56,37,54,20,59,27,71,74,25,47,"Sports, Environmental Studies"
stud_202,33,26,71,34,62,30,39,41,74,51,60,77,"Sports, Computer"
stud_203,46,76,71,37,57,53,28,23,37,70,63,67,"Urdu, Hindi"
stud_204,80,45,36,32,57,40,49,24,47,43,59,21,"Marathi, Math"
stud_205,42,71,33,79,33,29,28,59,77,27,34,37,"English, Sports"
stud_206,77,71,23,45,38,66,40,62,54,43,64,27,"Marathi, Urdu"
stud_207,79,48,76,42,22,22,78,62,49,77,68,62,"Marathi, Geography"
stud_208,41,28,56,57,77,62,80,79,77,24,57,46,"Geography, Drawing"
stud_209,53,42,46,62,66,77,65,54,40,61,68,60,"Science, Math"
stud_210,32,26,76,57,70,64,54,77,27,61,28,42,"Hindi, Drawing"
stud_211,41,59,59,77,25,48,36,40,45,62,55,78,"English, Computer"
stud_212,44,22,27,60,71,58,75,78,24,34,35,66,"Geography, Drawing"
stud_213,40,44,80,30,76,36,30,57,20,44,34,77,"Hindi, Computer"
stud_214,50,22,52,36,61,46,73,37,36,39,59,52,"History, Geography"
stud_215,42,53,75,79,40,53,57,79,74,49,71,60,"Hindi, English, Drawing"
stud_216,32,80,30,24,42,36,32,20,63,39,63,56,"Urdu, Sports, Math"
stud_217,42,67,22,62,61,74,53,61,59,61,36,73,"Science, Computer"
stud_218,41,58,41,45,26,70,35,35,52,59,21,34,"Science, Environmental Studies"
stud_219,31,32,32,41,47,20,40,79,22,79,42,80,"Drawing, Environmental Studies, Computer"
stud_220,36,51,32,48,73,23,21,70,63,46,43,49,"History, Drawing"
stud_221,27,49,34,34,65,42,75,64,23,59,72,47,"Geography, Math"
stud_222,35,75,34,46,67,68,73,55,77,32,29,50,"Urdu, Sports"
stud_223,74,74,76,50,26,59,27,68,31,60,47,63,"Marathi, Urdu, Hindi"
stud_224,39,21,52,22,26,72,41,27,21,80,41,51,"Science, Environmental Studies"
stud_225,26,61,26,59,74,39,74,29,68,47,38,60,"History, Geography, Sports"
stud_226,53,43,49,58,56,44,72,54,48,63,39,23,"Geography, Environmental Studies"
stud_227,37,34,64,51,44,42,67,73,73,45,40,29,"Geography, Drawing, Sports"
stud_228,25,31,34,28,76,24,73,70,67,61,32,28,"History, Geography"
stud_229,34,35,69,22,33,48,62,55,64,72,54,52,"Hindi, Environmental Studies"
stud_230,46,74,53,73,78,48,73,29,67,28,79,38,"History, Math"
stud_231,67,48,31,29,57,32,24,23,54,41,76,52,"Marathi, Math"
stud_232,20,38,77,33,27,54,20,25,53,71,67,64,"Hindi, Environmental Studies"
stud_233,54,67,65,35,44,26,68,38,45,74,62,31,"Geography, Environmental Studies"
stud_234,39,38,65,39,63,30,31,59,53,60,36,70,"Hindi, Computer"
stud_235,29,48,55,40,36,23,66,71,32,20,44,73,"Drawing, Computer"
stud_236,25,75,27,77,40,20,54,66,56,79,68,69,"English, Environmental Studies"
stud_237,67,67,29,34,75,75,53,68,24,36,24,26,"History, Science, Drawing"
stud_238,53,68,24,53,21,20,25,26,45,29,20,36,"Marathi, Urdu, English"
stud_239,62,37,33,70,69,72,38,61,36,70,72,21,"English, Science, Environmental Studies, Math"
stud_240,53,53,52,77,32,77,21,71,53,38,30,42,"English, Science, Drawing"
stud_241,58,63,59,72,37,59,61,50,68,43,59,26,"English, Sports"
stud_242,46,70,52,49,42,70,33,73,63,57,23,56,"Urdu, Science, Drawing"
stud_243,24,29,48,21,68,64,46,63,69,34,33,71,"Sports, Computer"
stud_244,56,76,30,79,23,46,23,34,61,52,50,70,"Urdu, English"
stud_245,59,35,57,74,39,44,52,25,57,36,65,70,"English, Computer"
stud_246,33,42,30,22,45,64,42,50,66,78,55,32,"Sports, Environmental Studies"
stud_247,51,53,42,37,47,74,79,58,66,74,23,68,"Science, Geography, Environmental Studies"
stud_248,51,26,54,23,33,70,29,42,35,65,45,62,"Science, Environmental Studies"
stud_249,37,56,65,23,45,66,56,33,64,39,27,58,"Hindi, Science"
stud_250,26,36,43,63,23,75,41,39,48,42,47,39,"English, Science"
stud_251,32,45,37,24,34,35,30,35,33,52,37,57,"Environmental Studies, Computer"
stud_252,71,71,26,65,44,46,61,66,71,34,22,31,"Marathi, Urdu, Drawing, Sports"
stud_253,23,46,59,29,43,77,25,48,31,73,44,28,"Science, Environmental Studies"
stud_254,26,41,22,59,28,33,20,51,28,58,51,40,"English, Environmental Studies"
stud_255,22,34,49,57,50,55,45,35,77,65,56,60,"Sports, Environmental Studies"
stud_256,21,68,33,61,42,47,26,63,62,37,40,71,"Urdu, Computer"
stud_257,28,29,77,21,40,50,24,26,52,43,65,59,"Hindi, Math"
stud_258,24,67,42,24,71,34,73,44,47,78,54,57,"Geography, Environmental Studies"
stud_259,71,24,21,21,59,61,23,67,22,71,69,42,"Marathi, Environmental Studies, Math"
stud_260,48,69,54,53,37,31,63,41,46,49,79,25,"Urdu, Math"
stud_261,32,30,51,39,42,48,42,42,29,66,56,75,"Environmental Studies, Computer"
stud_262,72,58,59,23,75,28,32,29,37,39,64,79,"History, Computer"
stud_263,21,40,57,66,36,60,56,79,59,68,71,61,"Drawing, Math"
stud_264,80,25,37,22,61,59,58,73,73,44,25,59,"Marathi, Drawing, Sports"
stud_265,26,45,22,38,59,32,59,50,23,73,70,45,"Environmental Studies, Math"
stud_266,47,50,35,56,39,80,47,60,46,68,47,46,"Science, Environmental Studies"
stud_267,70,70,58,77,55,72,60,67,33,53,79,71,"English, Math"
stud_268,41,38,59,31,61,30,63,43,43,50,76,50,"Geography, Math"
stud_269,26,72,28,49,56,50,77,23,28,78,41,63,"Geography, Environmental Studies"
stud_270,50,78,39,40,43,26,52,70,73,64,30,73,"Urdu, Sports, Computer"
stud_271,24,34,34,69,57,26,25,54,48,28,71,29,"English, Math"
stud_272,61,45,45,21,41,25,51,68,57,27,33,71,"Drawing, Computer"
stud_273,34,62,55,73,33,32,69,64,42,77,58,71,"English, Environmental Studies"
stud_274,39,31,27,77,34,39,34,42,21,71,78,41,"English, Math"
stud_275,49,57,29,27,47,54,31,72,32,42,32,33,"Urdu, Drawing"
stud_276,74,58,72,59,55,69,47,76,44,38,37,28,"Marathi, Drawing"
stud_277,69,29,47,26,65,75,25,31,65,56,71,61,"Science, Math"
stud_278,50,69,35,22,25,48,71,20,43,57,28,36,"Urdu, Geography"
stud_279,39,74,42,46,27,56,30,34,63,65,71,23,"Urdu, Math"
stud_280,41,52,78,80,63,69,49,27,72,55,77,24,"Hindi, English"
stud_281,22,38,80,49,75,44,20,40,58,69,69,66,"Hindi, History"
stud_282,27,76,30,58,56,35,42,23,74,28,60,54,"Urdu, Sports"
stud_283,47,66,68,59,66,38,28,79,33,56,35,79,"Hindi, Drawing, Computer"
stud_284,21,80,54,33,72,60,76,51,53,52,48,38,"Urdu, Geography"
stud_285,23,69,51,74,28,52,25,27,80,67,48,69,"English, Sports"
stud_286,56,33,33,37,34,64,36,38,21,53,76,52,"Science, Math"
stud_287,74,48,31,26,76,32,63,27,34,38,77,65,"History, Math"
stud_288,28,49,25,39,60,61,30,46,78,73,57,68,"Sports, Environmental Studies"
stud_289,68,76,77,68,65,32,25,47,69,50,25,64,"Urdu, Hindi"
stud_290,49,72,78,35,29,44,52,25,54,64,79,63,"Hindi, Math"
stud_291,67,22,76,50,79,46,68,76,67,21,58,25,"Hindi, History, Drawing"
stud_292,28,61,52,68,42,33,45,54,40,55,39,32,"Urdu, English"
stud_293,35,70,44,48,63,56,54,50,66,47,24,66,"Urdu, Sports, Computer"
stud_294,61,46,69,26,72,48,25,34,62,41,35,74,"History, Computer"
stud_295,33,52,28,48,70,67,63,64,26,24,54,24,"History, Science"
stud_296,80,35,58,68,30,22,68,62,79,64,49,63,"Marathi, Sports"
stud_297,29,23,28,72,22,23,20,79,69,75,50,55,"Drawing, Environmental Studies"
stud_298,65,64,75,73,35,60,76,55,61,75,63,74,"Hindi, Geography, Environmental Studies"
stud_299,20,51,48,48,53,76,78,51,44,49,63,69,"Science, Geography"
stud_300,52,71,66,25,62,44,32,64,26,48,73,34,"Urdu, Math"
stud_301,70,56,50,42,67,21,26,39,72,63,64,26,"Marathi, Sports"
stud_302,41,28,69,67,66,47,57,37,78,54,55,74,"Sports, Computer"
stud_303,43,40,31,64,35,54,38,30,54,21,66,33,"English, Math"
stud_304,67,72,41,52,32,28,61,60,22,64,73,31,"Urdu, Math"
stud_305,64,39,76,65,55,79,46,73,58,34,62,37,"Hindi, Science"
stud_306,65,46,24,28,22,20,77,28,35,26,31,61,"Marathi, Geography"
stud_307,64,70,21,71,76,28,33,45,37,78,73,34,"History, Environmental Studies"
stud_308,62,44,71,65,42,29,64,20,35,78,37,62,"Hindi, Environmental Studies"
stud_309,45,23,65,80,49,29,39,73,59,28,72,53,"English, Drawing"
stud_310,69,51,30,53,74,24,25,40,33,22,28,68,"Marathi, History"
stud_311,67,49,34,26,26,65,46,76,35,22,34,48,"Marathi, Drawing"
stud_312,64,23,31,38,64,78,51,63,62,37,20,74,"Science, Computer"
stud_313,73,38,31,25,32,54,43,71,22,30,61,47,"Marathi, Drawing"
stud_314,51,55,56,72,40,52,51,63,52,24,74,55,"English, Math"
stud_315,58,43,34,51,25,71,77,25,36,29,33,75,"Geography, Computer"
stud_316,66,24,78,65,52,36,46,23,55,53,26,66,"Marathi, Hindi, Computer"
stud_317,20,68,72,40,59,33,57,39,60,31,61,51,"Urdu, Hindi"
stud_318,47,77,48,35,66,33,75,62,36,51,76,28,"Urdu, Math"
stud_319,24,31,43,71,77,49,70,59,29,56,39,77,"English, History, Computer"
stud_320,57,51,31,72,75,42,22,67,61,80,38,28,"History, Environmental Studies"
stud_321,40,32,72,63,26,64,72,35,78,80,32,29,"Sports, Environmental Studies"
stud_322,72,36,39,32,39,55,39,58,68,63,64,22,"Marathi, Sports"
stud_323,52,41,58,53,33,26,45,48,60,63,66,51,"Environmental Studies, Math"
stud_324,77,49,32,69,47,33,56,75,57,67,32,64,"Marathi, Drawing"
stud_325,39,62,23,43,32,70,66,60,75,21,64,32,"Science, Sports"
stud_326,79,28,20,77,29,22,72,24,74,64,37,76,"Marathi, English"
stud_327,45,66,27,65,41,57,25,64,24,25,35,65,"Urdu, English, Computer"
stud_328,78,78,20,59,53,60,33,65,34,30,52,56,"Marathi, Urdu, Drawing"
stud_329,43,45,51,34,20,33,74,77,37,75,74,55,"Drawing, Environmental Studies"
stud_330,34,42,57,37,56,67,60,56,67,46,37,73,"Science, Sports, Computer"
stud_331,33,70,79,47,33,48,61,69,58,47,25,23,"Urdu, Hindi"
stud_332,60,31,41,41,62,28,48,30,46,67,41,43,"History, Environmental Studies"
stud_333,54,28,56,66,45,40,40,60,20,63,70,33,"English, Math"
stud_334,56,43,65,36,61,42,35,79,75,63,52,41,"Drawing, Sports"
stud_335,35,63,74,23,57,63,53,34,80,50,31,28,"Hindi, Sports"
stud_336,54,79,20,30,65,67,58,49,25,40,62,61,"Urdu, Science"
stud_337,57,28,37,59,53,21,74,76,73,58,76,78,"Drawing, Math, Computer"
stud_338,61,61,63,23,64,62,29,53,80,73,37,33,"Sports, Environmental Studies"
stud_339,28,53,77,68,58,29,60,74,44,37,64,42,"Hindi, Drawing"
stud_340,21,74,43,29,43,61,49,64,46,48,51,42,"Urdu, Drawing"
stud_341,67,62,68,77,51,79,28,60,79,80,66,43,"Science, Sports, Environmental Studies"
