Interest
['Math']
['Drawing']
"['Environmental Studies', 'English']"
"['Math', 'Environmental Studies']"
"['History', 'Hindi']"
"['Sports', 'Math']"
['Geography']
"['Urdu', 'Sports']"
"['Sports', 'Environmental Studies']"
"['Marathi', 'English']"
"['Environmental Studies', 'English']"
"['Urdu', 'Sports']"
"['Geography', 'Computer']"
['Marathi']
"['Drawing', 'Hindi']"
"['Urdu', 'Science']"
"['Urdu', 'Sports']"
"['Drawing', 'Environmental Studies']"
"['Environmental Studies', 'Science']"
['Drawing']
"['Urdu', 'Math']"
"['Environmental Studies', 'Math']"
"['Geography', 'History', 'Science']"
"['Drawing', 'English']"
"['Sports', 'History']"
"['Drawing', 'Computer']"
"['Urdu', 'Sports']"
"['Computer', 'History']"
"['Urdu', 'Environmental Studies']"
"['Drawing', 'Urdu']"
"['Computer', 'English']"
"['Urdu', 'Marathi', 'History']"
"['Drawing', 'Geography']"
"['Drawing', 'Math']"
"['Geography', 'Hindi']"
['Urdu']
"['Drawing', 'English']"
"['Marathi', 'English']"
"['Math', 'Hindi']"
"['Drawing', 'Geography']"
"['Urdu', 'English']"
"['Science', 'English']"
"['Drawing', 'Sports']"
"['Environmental Studies', 'Science']"
['History']
"['Geography', 'English']"
"['Urdu', 'Sports']"
"['Computer', 'Math']"
"['Sports', 'Hindi']"
"['Sports', 'English']"
"['Marathi', 'Hindi']"
"['Drawing', 'Environmental Studies']"
"['Urdu', 'Computer']"
"['Geography', 'English']"
"['Urdu', 'Drawing']"
"['Marathi', 'Math']"
"['Sports', 'History']"
['Hindi']
"['Marathi', 'Computer']"
"['English', 'Science']"
"['Urdu', 'Math']"
['Drawing']
['Science']
"['Urdu', 'Geography']"
"['History', 'English']"
"['Geography', 'English']"
"['Urdu', 'Marathi', 'Science']"
"['Drawing', 'Computer']"
"['Urdu', 'Hindi']"
"['Computer', 'Math']"
"['Geography', 'Marathi']"
"['Math', 'Science']"
['Environmental Studies']
"['Computer', 'Hindi', 'English']"
"['Urdu', 'Drawing']"
"['Marathi', 'Science']"
"['Geography', 'English']"
"['Marathi', 'English']"
"['Geography', 'Marathi']"
"['Geography', 'Math', 'Hindi']"
"['Math', 'Science']"
"['Drawing', 'Geography']"
['Computer']
"['Drawing', 'English']"
"['Hindi', 'English']"
['Geography']
"['Drawing', 'Math', 'English']"
"['Urdu', 'Hindi']"
"['Computer', 'Science']"
"['Geography', 'Science']"
['Computer']
"['Sports', 'History']"
"['Geography', 'Hindi']"
"['Sports', 'Math']"
"['Environmental Studies', 'Hindi']"
"['Urdu', 'Sports', 'Environmental Studies']"
['Geography']
"['Geography', 'English']"
"['Drawing', 'Sports', 'Hindi']"
"['Computer', 'History']"
"['Environmental Studies', 'Science']"
"['History', 'Math', 'Science']"
"['Computer', 'Math']"
"['History', 'Hindi']"
"['Environmental Studies', 'English']"
"['Sports', 'Computer']"
"['Computer', 'Science']"
"['Computer', 'Environmental Studies']"
"['History', 'Hindi', 'Science']"
"['Urdu', 'English']"
"['Drawing', 'Math', 'Science']"
"['Geography', 'Science', 'English']"
"['Sports', 'English']"
"['Drawing', 'English']"
"['Urdu', 'Computer']"
"['Drawing', 'English']"
['English']
"['History', 'Environmental Studies']"
"['Geography', 'History']"
"['Hindi', 'Science']"
"['Computer', 'Science']"
"['History', 'Science']"
"['Computer', 'Science']"
"['Urdu', 'Sports', 'Marathi', 'Hindi']"
"['Geography', 'Science']"
['English']
"['Geography', 'Sports']"
"['Marathi', 'Computer']"
"['Hindi', 'Science']"
"['Environmental Studies', 'Hindi']"
"['Marathi', 'Environmental Studies', 'English']"
"['Geography', 'Math']"
"['Sports', 'Computer']"
"['Drawing', 'Computer']"
"['Drawing', 'Math']"
"['Marathi', 'Math']"
"['Marathi', 'Environmental Studies']"
"['English', 'Science']"
"['Marathi', 'Math']"
"['Drawing', 'Math']"
"['Computer', 'Environmental Studies']"
"['Urdu', 'Geography']"
"['Urdu', 'Math']"
"['Computer', 'History']"
"['Marathi', 'Environmental Studies']"
"['Drawing', 'Math']"
"['Drawing', 'Marathi']"
"['Drawing', 'Hindi']"
"['Drawing', 'Science']"
"['Geography', 'Computer', 'Sports']"
"['Urdu', 'Hindi']"
"['Computer', 'English']"
"['Urdu', 'Hindi']"
"['Urdu', 'Sports']"
"['Drawing', 'Computer', 'Math']"
"['Urdu', 'Science']"
"['Sports', 'Hindi']"
"['Geography', 'Math', 'English']"
"['Computer', 'Math']"
"['Sports', 'History']"
"['Geography', 'Marathi', 'Hindi']"
['Math']
"['Geography', 'History']"
['English']
"['Urdu', 'History']"
"['Marathi', 'Computer']"
"['Geography', 'History']"
"['Marathi', 'Hindi']"
"['Drawing', 'Sports']"
"['Geography', 'Science']"
"['Geography', 'English']"
"['History', 'Math']"
"['Sports', 'Environmental Studies']"
"['Geography', 'Sports']"
"['Sports', 'Math']"
"['Math', 'Science']"
"['Urdu', 'Science']"
"['Geography', 'Marathi']"
"['Urdu', 'Environmental Studies']"
"['Environmental Studies', 'Science']"
['English']
"['Marathi', 'History']"
"['Drawing', 'Science']"
"['Marathi', 'Science']"
['Marathi']
"['Geography', 'Math']"
"['Geography', 'History']"
"['Hindi', 'English']"
"['Hindi', 'Science']"
['Urdu']
"['Computer', 'History', 'Hindi']"
"['Math', 'Environmental Studies']"
"['Urdu', 'Environmental Studies']"
['Marathi']
"['Drawing', 'Math']"
"['Geography', 'Marathi']"
"['Sports', 'History']"
"['Sports', 'Marathi']"
"['Urdu', 'Drawing']"
"['Urdu', 'Marathi', 'English']"
"['Drawing', 'Sports']"
"['Computer', 'English']"
"['Environmental Studies', 'Hindi']"
"['Sports', 'Environmental Studies']"
"['Marathi', 'Math']"
"['Drawing', 'Marathi']"
"['Sports', 'Environmental Studies']"
"['Urdu', 'Sports']"
"['Computer', 'English']"
"['Urdu', 'Sports']"
"['Hindi', 'Science']"
"['Urdu', 'English']"
"['Computer', 'Environmental Studies']"
"['Environmental Studies', 'English']"
"['Urdu', 'Science']"
"['Hindi', 'English']"
['Sports']
['Sports']
"['Sports', 'History']"
"['Environmental Studies', 'Hindi']"
"['Drawing', 'Geography']"
['Drawing']
"['Drawing', 'Urdu']"
['Sports']
"['Geography', 'Hindi']"
"['Math', 'History', 'Environmental Studies']"
"['Drawing', 'History']"
"['Urdu', 'English']"
"['Sports', 'Math']"
"['Sports', 'Math', 'English']"
['Urdu']
"['Marathi', 'Hindi']"
"['History', 'Science']"
"['Marathi', 'Hindi']"
"['Drawing', 'English']"
"['Geography', 'English']"
"['Geography', 'Hindi']"
"['Math', 'Science']"
"['Marathi', 'Hindi']"
"['Marathi', 'Environmental Studies']"
"['Geography', 'Science']"
"['Urdu', 'Hindi']"
"['Geography', 'Science']"
"['Drawing', 'Computer', 'Urdu']"
"['Marathi', 'Computer']"
"['Geography', 'Hindi', 'Science']"
"['Urdu', 'Math', 'Hindi']"
"['Math', 'Science']"
"['Sports', 'English']"
['History']
"['Geography', 'Computer', 'Science']"
"['Urdu', 'Math']"
"['Marathi', 'Math']"
['Computer']
"['Hindi', 'English']"
"['Computer', 'Sports']"
"['History', 'Science']"
['Drawing']
"['Environmental Studies', 'History']"
"['Drawing', 'Geography', 'Science']"
"['Drawing', 'Marathi']"
"['Drawing', 'Math']"
"['Math', 'Environmental Studies']"
['English']
"['Computer', 'History']"
"['Drawing', 'Hindi']"
"['Urdu', 'Geography', 'Sports']"
"['History', 'Math', 'Hindi']"
"['Urdu', 'Drawing', 'Math']"
['Math']
"['Marathi', 'Environmental Studies']"
"['Sports', 'Environmental Studies']"
"['Urdu', 'Sports', 'Environmental Studies']"
"['Urdu', 'Computer']"
"['Marathi', 'Math']"
"['Sports', 'Science']"
"['Computer', 'Math']"
"['History', 'English']"
"['Sports', 'Science']"
"['Sports', 'Computer', 'English']"
"['Geography', 'English']"
"['Hindi', 'English']"
"['Urdu', 'Computer']"
"['Geography', 'Science']"
"['Urdu', 'Hindi']"
"['Marathi', 'Math']"
"['Geography', 'Math']"
['Hindi']
"['Drawing', 'Marathi']"
"['Geography', 'Math']"
"['Marathi', 'Hindi']"
"['Urdu', 'Sports']"
"['Drawing', 'Geography']"
"['Urdu', 'Marathi']"
"['Urdu', 'Science']"
"['Hindi', 'Science']"
"['Drawing', 'Environmental Studies']"
"['Computer', 'Math']"
"['Geography', 'Computer']"
"['Environmental Studies', 'History']"
"['Urdu', 'Environmental Studies', 'Science']"
['Geography']
"['English', 'Science']"
"['Drawing', 'History']"
"['Computer', 'Math']"
"['Math', 'Science']"
"['Sports', 'Environmental Studies']"
"['Environmental Studies', 'Science']"
"['Computer', 'English']"
"['Math', 'Hindi', 'English']"
"['Marathi', 'History']"
"['Drawing', 'Sports', 'English']"
"['Urdu', 'Computer', 'Drawing']"
"['Marathi', 'Environmental Studies']"
"['Drawing', 'Science']"
"['Math', 'Hindi']"
"['Geography', 'Science']"
['Environmental Studies']
"['Geography', 'History']"
"['Sports', 'Marathi']"
"['Geography', 'Science']"
"['Marathi', 'Computer']"
"['Urdu', 'Environmental Studies']"
"['Marathi', 'Math', 'Hindi']"
"['Sports', 'English']"
"['Marathi', 'Computer']"
"['Drawing', 'History']"
"['Marathi', 'Science']"
['Math']
"['Computer', 'Hindi']"
"['Drawing', 'Science']"
"['History', 'Hindi']"
"['Urdu', 'Marathi']"
['Computer']
['Urdu']
"['Urdu', 'History']"
"['Sports', 'Hindi']"
"['Marathi', 'Math']"
"['History', 'English']"
"['Sports', 'Math']"
"['Urdu', 'Geography']"
"['Computer', 'Math']"
"['Math', 'Hindi']"
"['Marathi', 'Science']"
"['Geography', 'History']"
"['Geography', 'Math', 'Hindi']"
"['Environmental Studies', 'English']"
"['Urdu', 'Computer']"
"['Sports', 'Science']"
"['Sports', 'Environmental Studies']"
"['Computer', 'English']"
"['History', 'English']"
"['Urdu', 'Drawing', 'English']"
"['Computer', 'Math', 'Hindi']"
"['Math', 'Science']"
"['Marathi', 'Hindi']"
"['History', 'Science']"
"['Drawing', 'Science']"
"['Drawing', 'Science']"
"['Urdu', 'Computer']"
"['Sports', 'Hindi', 'Science']"
"['Sports', 'Hindi']"
"['Geography', 'Math']"
"['Sports', 'Science']"
['Environmental Studies']
"['Urdu', 'Sports']"
"['Urdu', 'Computer', 'Sports']"
['Marathi']
"['Drawing', 'Environmental Studies']"
['Geography']
"['Urdu', 'English']"
"['Geography', 'Science']"
"['Computer', 'Environmental Studies']"
['Hindi']
"['Math', 'Science']"
"['Marathi', 'Science']"
"['Drawing', 'English']"
"['Environmental Studies', 'Science']"
"['History', 'Math']"
"['Environmental Studies', 'Hindi']"
"['Drawing', 'Urdu']"
"['Math', 'Science']"
"['Drawing', 'English']"
"['Geography', 'History']"
"['Environmental Studies', 'English']"
"['Urdu', 'Computer']"
"['Marathi', 'Math']"
"['Urdu', 'Sports']"
"['Drawing', 'Marathi']"
['Environmental Studies']
"['Environmental Studies', 'Science']"
['Science']
"['History', 'English']"
"['Drawing', 'Science']"
"['Urdu', 'Drawing', 'History']"
"['Drawing', 'Computer']"
"['Computer', 'Math']"
"['Science', 'English']"
"['Marathi', 'History']"
"['Drawing', 'History']"
"['Geography', 'Computer']"
"['Computer', 'Sports']"
"['Urdu', 'Environmental Studies']"
"['Geography', 'Science']"
"['Urdu', 'Geography']"
"['Environmental Studies', 'English']"
"['Marathi', 'Environmental Studies']"
"['Math', 'Hindi']"
"['Drawing', 'English']"
"['Environmental Studies', 'History']"
"['History', 'English']"
"['Urdu', 'Computer']"
"['Geography', 'Computer']"
"['Sports', 'Computer']"
"['Urdu', 'Science']"
['Urdu']
"['Marathi', 'Science']"
"['Marathi', 'Hindi']"
"['Urdu', 'Science']"
"['Math', 'History']"
"['Urdu', 'Geography', 'History']"
['Environmental Studies']
"['History', 'Science']"
"['History', 'Science']"
"['Marathi', 'English']"
"['Urdu', 'Marathi']"
"['Math', 'Science']"
"['Environmental Studies', 'English']"
"['Geography', 'Marathi']"
"['Drawing', 'Computer']"
"['Urdu', 'Drawing']"
"['Computer', 'Environmental Studies']"
"['Marathi', 'Computer']"
"['Computer', 'Environmental Studies']"
"['Marathi', 'Computer']"
['Marathi']
['Geography']
"['Geography', 'Sports']"
"['Computer', 'Sports']"
"['Geography', 'Hindi']"
['Computer']
"['Urdu', 'History']"
"['History', 'Science']"
"['Computer', 'Math']"
"['Drawing', 'Geography']"
['Computer']
"['Math', 'English']"
"['Drawing', 'Urdu']"
['Environmental Studies']
"['Marathi', 'History']"
"['Math', 'English']"
"['Sports', 'Math']"
"['Marathi', 'Sports']"
"['Math', 'Environmental Studies']"
"['Geography', 'Math']"
"['Urdu', 'Computer']"
"['Geography', 'Science']"
"['Urdu', 'Environmental Studies']"
['Sports']
['History']
"['History', 'Science']"
['Hindi']
"['Geography', 'Computer']"
"['Urdu', 'Science']"
"['Sports', 'Marathi', 'English']"
"['Sports', 'Environmental Studies']"
['History']
"['Drawing', 'Environmental Studies']"
['Computer']
"['Drawing', 'Sports', 'Environmental Studies']"
['Computer']
"['Drawing', 'Science']"
['Marathi']
"['History', 'Hindi', 'Science']"
"['Geography', 'Science']"
"['Environmental Studies', 'English']"
"['Environmental Studies', 'History']"
"['Geography', 'Hindi']"
"['Environmental Studies', 'English']"
"['Drawing', 'Sports']"
"['Sports', 'Science']"
"['Geography', 'Marathi']"
"['Computer', 'Science']"
"['Sports', 'History']"
"['Drawing', 'Science']"
"['Marathi', 'Environmental Studies', 'Science']"
"['Drawing', 'Sports', 'English']"
"['Geography', 'English']"
"['History', 'English']"
"['Urdu', 'Environmental Studies']"
"['Geography', 'Environmental Studies']"
"['Computer', 'Sports']"
['Science']
"['Drawing', 'Math']"
"['Computer', 'Math']"
"['English', 'Science']"
['Computer']
"['Environmental Studies', 'English']"
"['Environmental Studies', 'Marathi', 'Math']"
"['Computer', 'History']"
"['Urdu', 'Computer']"
"['Drawing', 'Hindi']"
"['Geography', 'English']"
"['Urdu', 'Geography', 'Environmental Studies']"
"['Marathi', 'Hindi']"
"['Sports', 'Math']"
"['Geography', 'History']"
"['History', 'English']"
['Environmental Studies']
"['Marathi', 'Computer']"
"['Urdu', 'Math']"
"['Sports', 'Science']"
"['Environmental Studies', 'Science']"
"['Environmental Studies', 'Hindi', 'Science']"
"['Urdu', 'English']"
"['Geography', 'English']"
['Math']
"['Urdu', 'Math']"
"['Drawing', 'Math', 'Science']"
"['Hindi', 'Science']"
"['Computer', 'Science']"
"['Sports', 'Hindi', 'Science']"
"['Drawing', 'Marathi']"
"['Urdu', 'Science']"
"['Math', 'Marathi', 'History']"
"['Sports', 'Math']"
"['Environmental Studies', 'English']"
"['Computer', 'Sports', 'Marathi']"
"['Sports', 'Marathi', 'Math', 'English']"
"['History', 'Hindi']"
"['Urdu', 'Marathi', 'Environmental Studies']"
"['Urdu', 'History', 'English']"
"['Drawing', 'Math']"
"['Drawing', 'Marathi']"
"['Geography', 'Science']"
"['Science', 'English']"
"['Computer', 'Environmental Studies']"
"['Marathi', 'Computer']"
"['Urdu', 'Geography']"
"['Geography', 'Science']"
"['Urdu', 'Sports']"
"['Geography', 'Science']"
"['Drawing', 'Computer']"
"['Environmental Studies', 'Science']"
"['Sports', 'Marathi', 'Math']"
"['Urdu', 'Sports']"
['Drawing']
"['Urdu', 'English']"
"['Marathi', 'Environmental Studies']"
"['Geography', 'Marathi']"
"['Environmental Studies', 'Science']"
"['Geography', 'Computer']"
"['Urdu', 'Geography']"
"['Sports', 'Marathi', 'History']"
"['Marathi', 'History']"
"['Geography', 'Math']"
['Math']
"['Urdu', 'Geography']"
"['Computer', 'History', 'Hindi']"
"['Urdu', 'Computer', 'Math']"
"['Drawing', 'Sports']"
"['Math', 'History']"
"['Computer', 'Environmental Studies']"
"['Sports', 'Environmental Studies', 'Hindi', 'Science']"
"['Drawing', 'Math']"
"['Geography', 'History']"
['Hindi']
"['Geography', 'History']"
['Sports']
"['Urdu', 'Math']"
"['Sports', 'Environmental Studies']"
"['Sports', 'Science']"
"['Urdu', 'Science', 'English']"
"['Drawing', 'History']"
"['Urdu', 'History']"
"['Sports', 'Environmental Studies']"
"['Marathi', 'History']"
"['Geography', 'Sports']"
"['Hindi', 'Science']"
"['Urdu', 'History']"
"['Computer', 'Math']"
"['Environmental Studies', 'English']"
"['Urdu', 'Math']"
['Urdu']
"['Drawing', 'Math']"
"['Environmental Studies', 'Hindi']"
"['Urdu', 'English']"
"['History', 'Computer', 'Environmental Studies']"
"['Urdu', 'Marathi']"
"['Sports', 'Hindi', 'English']"
"['Math', 'Science']"
['Sports']
"['Urdu', 'Computer']"
"['English', 'Science']"
"['Hindi', 'English']"
"['Urdu', 'Geography', 'History']"
"['Drawing', 'Marathi']"
"['Sports', 'History']"
"['Drawing', 'English']"
"['Computer', 'Marathi']"
"['Science', 'English']"
['English']
"['Geography', 'Computer', 'Science']"
['Urdu']
"['Sports', 'Computer']"
"['Computer', 'Environmental Studies']"
"['Computer', 'English']"
"['Urdu', 'History', 'Environmental Studies']"
"['Computer', 'Math']"
['Geography']
"['Computer', 'Science']"
"['Urdu', 'English']"
"['Marathi', 'History']"
['Sports']
"['History', 'Math']"
"['Sports', 'Marathi']"
"['Urdu', 'Marathi']"
"['History', 'Environmental Studies']"
"['Urdu', 'Marathi', 'History']"
"['Sports', 'Environmental Studies']"
"['Urdu', 'History']"
"['Geography', 'English']"
"['Geography', 'English']"
"['Geography', 'Hindi']"
['Environmental Studies']
['Math']
"['Environmental Studies', 'Hindi']"
"['Drawing', 'History']"
"['Computer', 'English']"
"['Urdu', 'Math']"
"['History', 'English']"
"['Environmental Studies', 'Science']"
"['Environmental Studies', 'Science']"
"['Marathi', 'History']"
"['Urdu', 'Computer']"
['Computer']
"['Computer', 'Sports', 'Science']"
"['Geography', 'Science']"
"['Environmental Studies', 'Hindi']"
['Urdu']
"['Drawing', 'Computer', 'Hindi']"
"['Geography', 'Marathi']"
"['Urdu', 'Computer']"
"['Drawing', 'Computer']"
"['Urdu', 'Math']"
"['Urdu', 'Geography']"
"['Geography', 'Computer']"
"['Environmental Studies', 'Hindi']"
"['Drawing', 'Geography']"
"['Geography', 'Environmental Studies']"
"['Computer', 'Hindi']"
"['Marathi', 'History']"
"['Computer', 'Math']"
['English']
['Geography']
"['Drawing', 'Geography']"
"['Geography', 'Sports']"
"['Drawing', 'Marathi', 'Hindi']"
"['Urdu', 'History']"
"['Urdu', 'Sports', 'Environmental Studies']"
"['Sports', 'History', 'Hindi']"
"['Sports', 'Math', 'Hindi']"
"['Geography', 'Computer']"
"['Drawing', 'Hindi']"
"['Drawing', 'Sports']"
"['Urdu', 'Sports']"
['History']
['Drawing']
"['Environmental Studies', 'Science']"
"['Sports', 'Computer']"
"['Math', 'Hindi']"
"['Math', 'History']"
"['Drawing', 'Sports', 'Math']"
"['Computer', 'English']"
"['Urdu', 'English']"
"['Drawing', 'Computer']"
"['Computer', 'Environmental Studies', 'English']"
"['Science', 'English']"
"['Urdu', 'Hindi']"
"['Urdu', 'Hindi']"
"['Computer', 'Sports']"
"['Environmental Studies', 'English']"
"['Environmental Studies', 'Science']"
"['Urdu', 'Drawing']"
"['Urdu', 'English']"
"['Marathi', 'Hindi']"
"['Drawing', 'Science']"
"['Drawing', 'Math']"
"['Marathi', 'Science']"
"['Computer', 'Hindi']"
"['Math', 'English']"
"['Drawing', 'Marathi']"
"['Geography', 'Math']"
"['History', 'English']"
"['Math', 'Science']"
"['Urdu', 'Sports']"
"['Marathi', 'History']"
"['Environmental Studies', 'Math']"
['History']
"['Sports', 'History']"
['History']
['Drawing']
"['Computer', 'Hindi']"
"['Geography', 'History']"
"['Computer', 'Math']"
"['Marathi', 'History']"
"['Geography', 'Computer']"
"['Urdu', 'Math']"
"['Drawing', 'History']"
"['Urdu', 'English']"
"['Urdu', 'Marathi']"
"['Sports', 'Math']"
"['Sports', 'Environmental Studies', 'Science']"
"['Computer', 'Environmental Studies']"
"['Computer', 'History']"
"['Drawing', 'Computer']"
"['Environmental Studies', 'Hindi']"
"['Sports', 'English']"
"['Environmental Studies', 'Hindi']"
"['Urdu', 'Geography', 'Hindi']"
"['Geography', 'Math']"
['History']
"['Geography', 'History']"
"['Computer', 'Hindi']"
"['Urdu', 'Computer']"
"['Drawing', 'Sports']"
"['History', 'Environmental Studies']"
"['Drawing', 'Math']"
"['Environmental Studies', 'Math']"
"['Urdu', 'History']"
"['Computer', 'Science']"
"['Drawing', 'Sports']"
"['Math', 'Sports', 'Environmental Studies']"
"['History', 'Math']"
"['Hindi', 'Science']"
"['Computer', 'Marathi']"
"['Drawing', 'Environmental Studies']"
"['Hindi', 'English']"
"['Marathi', 'History']"
['Math']
"['Environmental Studies', 'History']"
"['Drawing', 'Geography', 'Science']"
"['Geography', 'Hindi']"
"['Geography', 'English']"
"['Marathi', 'Science']"
"['Computer', 'History', 'English']"
"['Urdu', 'Geography', 'Science']"
"['Geography', 'Marathi']"
"['Urdu', 'Science']"
"['Geography', 'Marathi']"
"['History', 'Math']"
"['Urdu', 'Environmental Studies']"
"['Marathi', 'History']"
"['Urdu', 'Computer', 'Sports']"
"['Marathi', 'English', 'Science']"
"['Environmental Studies', 'English']"
"['Drawing', 'Computer', 'Environmental Studies']"
"['Environmental Studies', 'English']"
"['History', 'Science']"
"['Hindi', 'Science']"
"['Marathi', 'English']"
"['Sports', 'Computer']"
"['Math', 'History']"
"['Math', 'Hindi', 'Science']"
"['Marathi', 'Sports']"
"['Drawing', 'Sports', 'English']"
"['Hindi', 'Science']"
"['Drawing', 'History']"
"['Geography', 'Math', 'Science']"
"['Urdu', 'Environmental Studies']"
"['Marathi', 'Science']"
['Environmental Studies']
"['Computer', 'Marathi']"
"['Sports', 'Math']"
"['Drawing', 'Geography', 'Sports']"
"['Geography', 'Marathi']"
"['Geography', 'History']"
"['Urdu', 'English']"
"['Geography', 'English']"
"['Sports', 'Math']"
"['Drawing', 'Marathi', 'Computer']"
"['Drawing', 'Hindi']"
"['Urdu', 'Geography']"
"['Drawing', 'Urdu']"
"['Urdu', 'Geography']"
"['Marathi', 'English']"
"['Geography', 'Hindi']"
"['Marathi', 'Environmental Studies']"
"['Computer', 'Marathi', 'English']"
"['Marathi', 'Science']"
"['Sports', 'Marathi', 'Science']"
"['Urdu', 'Math']"
"['Sports', 'Hindi']"
"['Drawing', 'Science']"
"['Urdu', 'Science']"
"['Geography', 'Marathi']"
"['Urdu', 'Sports']"
"['Sports', 'Science']"
"['Urdu', 'Science']"
"['Hindi', 'English']"
"['Science', 'Geography', 'English']"
"['Environmental Studies', 'History']"
"['Geography', 'Sports']"
"['Computer', 'Math']"
"['Computer', 'Hindi']"
"['Computer', 'History']"
"['Sports', 'Computer']"
['Urdu']
"['Urdu', 'English']"
"['Computer', 'Math']"
"['Urdu', 'Marathi']"
"['Marathi', 'Environmental Studies', 'Science']"
"['Hindi', 'Science']"
"['Marathi', 'Environmental Studies']"
"['Urdu', 'Science']"
"['Sports', 'English']"
"['Drawing', 'Math']"
"['Urdu', 'Science']"
"['Math', 'Hindi']"
"['Hindi', 'Science']"
"['Environmental Studies', 'Math', 'Hindi']"
"['Marathi', 'Geography', 'Sports']"
"['History', 'Environmental Studies']"
"['Urdu', 'Environmental Studies']"
"['Geography', 'Hindi']"
"['Sports', 'Hindi', 'Science']"
"['History', 'Science']"
"['Drawing', 'Marathi']"
"['History', 'English']"
"['Marathi', 'Hindi']"
"['Computer', 'Math']"
"['History', 'English']"
"['Geography', 'Computer']"
"['Environmental Studies', 'Hindi']"
"['Geography', 'Math']"
"['Urdu', 'Marathi', 'Math']"
['Hindi']
"['Sports', 'Hindi']"
['Computer']
"['Geography', 'Hindi']"
"['Drawing', 'Science']"
"['Urdu', 'History']"
"['Urdu', 'Geography']"
"['Drawing', 'History']"
"['Sports', 'History']"
['Hindi']
"['Drawing', 'Sports']"
"['Marathi', 'English']"
"['Computer', 'Sports']"
"['Math', 'History']"
"['Computer', 'History', 'Hindi']"
"['Drawing', 'Environmental Studies']"
"['Environmental Studies', 'Sports', 'History']"
"['Math', 'Science']"
"['Drawing', 'Hindi']"
